market_id,market_name,timestamp,price,volume,liquidity,close_time
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T00:00:00Z,0.149,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T01:00:00Z,0.1538,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T02:00:00Z,0.145,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T03:00:00Z,0.1384,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T04:00:00Z,0.1411,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T05:00:00Z,0.149,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T06:00:00Z,0.1579,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T07:00:00Z,0.1596,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T08:00:00Z,0.1622,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T09:00:00Z,0.1681,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T10:00:00Z,0.1691,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T11:00:00Z,0.1586,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T12:00:00Z,0.1676,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T13:00:00Z,0.1551,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T14:00:00Z,0.1557,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T15:00:00Z,0.1723,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T16:00:00Z,0.181,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T17:00:00Z,0.1871,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T18:00:00Z,0.1949,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T19:00:00Z,0.2046,250000,40000,2026-06-21T00:00:00Z
mil-iran-strike,Will the US conduct a military strike on Iran before August 2026?,2026-06-06T20:00:00Z,0.2112,250000,40000,2026-06-21T00:00:00Z
