market_id,market_slug,market_name,question,description,category,tags,event_slug,event_title,volume,liquidity,closed,close_time,clob_token_ids,market_url,relevance_score,primary_topic,country_or_region,event_family,information_structure,hard_rejected,classification_reason
637910,will-mitch-mcconnell-resign-from-the-senate-before-his-term-ends,Mitch McConnell steps down from Senate before his term ends?,Mitch McConnell steps down from Senate before his term ends?,"This market will resolve to “Yes” if Mitch McConnell formally announces an intention to step down or otherwise vacates his U.S. Senate seat before his current term is scheduled to end (January 3, 2027, 11:59 PM ET). Otherwise, this market will resolve to “No.”

An announcement will qualify only if it indicates that McConnell will leave office prior to the scheduled end of his term. Statements reaffirming an existing plan to retire at the end of his term will not qualify.

The primary resolution sources will be official statements from Mitch McConnell, his office or representatives, and/or official communications from the U.S. Senate or government.",,,will-mitch-mcconnell-resign-from-the-senate-before-his-term-ends,Mitch McConnell steps down from Senate before his term ends?,782552.9840229999,67863.3539,False,2027-01-03T00:00:00Z,"[""79397895660526576528066965797785113521241099187839967306891454236823723226031"", ""6176387069967725418539368518279260352303182827227966329832868478861860932409""]",https://polymarket.com/market/will-mitch-mcconnell-resign-from-the-senate-before-his-term-ends,100.0,cabinet_government,united_states,will-mitch-mcconnell-resign-from-the-senate-before-his-term-ends,asymmetry_prone,False,matched cabinet_government keywords; small decision-maker + information-asymmetry bonus
663583,will-the-iranian-regime-fall-by-the-end-of-2026,Will the Iranian regime fall before 2027?,Will the Iranian regime fall before 2027?,"This market will resolve to ""Yes"" if the Islamic Republic of Iran’s current ruling regime is overthrown, collapsed, or otherwise ceases to govern by December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to “No”.

This requires a broad consensus of reporting indicating that core structures of the Islamic Republic (e.g. the office of the Supreme Leader, the Guardian Council, IRGC control under clerical authority) have been dissolved, incapacitated, or replaced by a fundamentally different governing system or otherwise lost de facto power over a majority of the population of Iran. This could occur via revolution, civil war, military coup, or voluntary abdication, but only qualifies if the Islamic Republic no longer exercises sovereign power.

Routine political events such as elections, reforms, or leadership succession do not qualify. Internal coups or power shifts that preserve the Islamic Republic’s core structures also do not qualify. Only a clear break in continuity—such as a new provisional government, revolutionary council, or constitution replacing the Islamic Republic will qualify.

Partial loss of territory or challenges from rebel or exile groups will not qualify unless the Islamic Republic no longer administers the majority of the Iranian population within Iran. 

The resolution source will be a consensus of credible reporting. ",,,will-the-iranian-regime-fall-by-the-end-of-2026,Will the Iranian regime fall before 2027?,23086949.65530527,691755.8799,False,2026-12-31T00:00:00Z,"[""10991849228756847439673778874175365458450913336396982752046655649803657501964"", ""106181075047366745139197108801635573283215248045056329679360376976893016488727""]",https://polymarket.com/market/will-the-iranian-regime-fall-by-the-end-of-2026,100.0,military_conflict,middle_east,will-the-iranian-regime-fall-by-the-end-of-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
620335,aziz-akhannouch-out-as-morocco-prime-minister-by-december-31-2026,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?","Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?","This market will resolve to “Yes” if Aziz Akhannouch ceases to be Prime Minister of Morocco for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Aziz Akhannouch's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

If the specified individual is detained, effectively removed from the specified position, or otherwise permanently prevented from fulfilling the duties of the specified position within this market’s timeframe, it will qualify for a “Yes” resolution.

The resolution source for this market will be official information from Aziz Akhannouch and the government of Morocco; however, a consensus of credible reporting may also be used.",,,aziz-akhannouch-out-as-morocco-prime-minister-by-december-31-2026,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",166280.65849299956,15449.13977,False,2026-12-31T00:00:00Z,"[""49913535691357405888189005795777119729203074497784553050607906527813175648482"", ""107283612200874762627410448315233948227070614640181631187039818267842487558132""]",https://polymarket.com/market/aziz-akhannouch-out-as-morocco-prime-minister-by-december-31-2026,100.0,trade_policy,unknown,aziz-akhannouch-out-as-morocco-prime-minister-by-december-31-2026,asymmetry_prone,False,matched trade_policy keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616914,will-12-or-more-fed-rate-cuts-happen-in-2026,Will 12 or more Fed rate cuts happen in 2026?,Will 12 or more Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,3555802.7574939034,60468.7939,False,2026-12-31T00:00:00Z,"[""9348234470735473071085620208817441102005165766524508452759679947551704787649"", ""27203305404978223030553317971682713734658336588968050686197281149875057661426""]",https://polymarket.com/market/will-12-or-more-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616913,will-11-fed-rate-cuts-happen-in-2026,Will 11 Fed rate cuts happen in 2026?,Will 11 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,4913171.564739866,333981.61217,False,2026-12-31T00:00:00Z,"[""56345349743779788266710915561914531858285418844567819631705863717318287635981"", ""26533811683673020016156821068743960771270276222852607342597705457170159668542""]",https://polymarket.com/market/will-11-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616912,will-10-fed-rate-cuts-happen-in-2026,Will 10 Fed rate cuts happen in 2026?,Will 10 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,4736044.611515839,356072.72588,False,2026-12-31T00:00:00Z,"[""101699865858660601590309838387762714166224752219273014726406345404403204943713"", ""66183284712764802657795502795552404612971669672765842666767416251669427449952""]",https://polymarket.com/market/will-10-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616911,will-9-fed-rate-cuts-happen-in-2026,Will 9 Fed rate cuts happen in 2026?,Will 9 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,4059874.464517838,322743.07833,False,2026-12-31T00:00:00Z,"[""23126031577449775652876745717301519312850542565907124407036782701549610893044"", ""104942649192609913825700442400757579142602100704286281267464239496183536823685""]",https://polymarket.com/market/will-9-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616910,will-8-fed-rate-cuts-happen-in-2026,Will 8 Fed rate cuts happen in 2026?,Will 8 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,3090700.893889876,158443.99766,False,2026-12-31T00:00:00Z,"[""79224949855948800840589557145654317659028242814072850811675646040486360279565"", ""87675042073148826481646804686739465454480607542088274413944712124354466628470""]",https://polymarket.com/market/will-8-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616909,will-7-fed-rate-cuts-happen-in-2026,Will 7 Fed rate cuts happen in 2026?,Will 7 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,3048529.174344822,197151.62584,False,2026-12-31T00:00:00Z,"[""83225062900867600837789591190756506957715645312465902979999093167287051133800"", ""70694980832312500201330660753738089732275716848386256819010620597664479406765""]",https://polymarket.com/market/will-7-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616908,will-6-fed-rate-cuts-happen-in-2026,Will 6 Fed rate cuts happen in 2026?,Will 6 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,3725439.8036388503,177535.23213,False,2026-12-31T00:00:00Z,"[""77531340423610587330488971960018210147778793548713753738604838920212617696839"", ""82580329456069960430455853606847264180718690130912450048527873419398759263654""]",https://polymarket.com/market/will-6-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616907,will-5-fed-rate-cuts-happen-in-2026,Will 5 Fed rate cuts happen in 2026?,Will 5 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,2443347.525681963,235787.349,False,2026-12-31T00:00:00Z,"[""29213252446661789250484965446100709214117256176608501943249094649759520097655"", ""39766939694460004925290266709531635660902081793543974711598767930913394552857""]",https://polymarket.com/market/will-5-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616906,will-4-fed-rate-cuts-happen-in-2026,Will 4 Fed rate cuts happen in 2026?,Will 4 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,2194297.2880449677,191253.67024,False,2026-12-31T00:00:00Z,"[""73197441127256680134600821323583356037261213281680365433623681075249556019477"", ""71677612305244936641085500097737038199081845621961106192204236262687669821119""]",https://polymarket.com/market/will-4-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
616905,will-3-fed-rate-cuts-happen-in-2026,Will 3 Fed rate cuts happen in 2026?,Will 3 Fed rate cuts happen in 2026?,"This market will resolve according to the exact amount of cuts of 25 basis points in 2026 by the Fed (including any cuts made during the December meeting).

Emergency rate cuts outside of scheduled FOMC meetings will also count toward the total number of cuts in 2026. This market will remain open until December 31, 2026, 11:59 PM ET, to account for any such emergency actions.

For example, if the Fed cuts rates by 50 bps after a meeting, it would be considered 2 cuts (of 25 bps each).

This market will resolve early to ""No"" if the specified number of cuts becomes impossible — i.e., if more cuts have already occurred than the strike in question.

Note that cuts between 1–24 bps (inclusive) will also be considered 1 rate cut.

The resolution source for this market will be FOMC statements after meetings scheduled in 2026 according to the official calendar: https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm. The level and change of the target federal funds rate is also published at the official website of the Federal Reserve at https://www.federalreserve.gov/monetarypolicy/openmarket.htm.",,,how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,2219861.433787974,145649.52057,False,2026-12-31T00:00:00Z,"[""95835705062472305459663741402900736177330733688944910993896545106260819635212"", ""52125994957619926233854688437715340370114575617673092175221127058976458963420""]",https://polymarket.com/market/will-3-fed-rate-cuts-happen-in-2026,100.0,military_conflict,unknown,how-many-fed-rate-cuts-in-2026,asymmetry_prone,False,matched military_conflict keywords; small decision-maker + information-asymmetry bonus; cross-asset bonus
