market_id,market_slug,market_name,question,description,category,tags,event_slug,event_title,volume,liquidity,closed,close_time,clob_token_ids,market_url,relevance_score,primary_topic,country_or_region,event_family,information_structure,hard_rejected,classification_reason,rejection_reason
567689,zelenskyy-out-as-ukraine-president-before-2027,Zelenskyy out as Ukraine president by end of 2026?,Zelenskyy out as Ukraine president by end of 2026?,"This market will resolve to “Yes” if Volodymyr Zelenskyy ceases to be President of Ukraine for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Volodymyr Zelenskyy's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Volodymyr Zelenskyy and the government of Ukraine; however, a consensus of credible reporting may also be used.",,,zelenskyy-out-as-ukraine-president-before-2027,Zelenskyy out as Ukraine president by end of 2026?,3059850.612062003,88330.4267,False,2026-12-31T00:00:00Z,"[""108187737663325442737199857734058032845728149267925579081973309839049299838520"", ""12238337804021350373072513606997115174826680613156170611182546081135779794915""]",https://polymarket.com/market/zelenskyy-out-as-ukraine-president-before-2027,20.0,other,russia_ukraine,zelenskyy-out-as-ukraine-president-before-2027,public_or_macro_driven,False,no relevance rule matched,relevance score 20.0 < 60.0
568695,will-sung-jae-im-win-the-2026-masters-tournament,Will Sung-Jae Im win the 2026 Masters tournament?,Will Sung-Jae Im win the 2026 Masters tournament?,"This polymarket will resolve according to the player who wins the 2026 Masters Tournament.

If this player is eliminated from contention for The Masters based on the official rules of the tournament, the relevant market will resolve to ""No"".

In the event of a tie, this market will resolve according to the official winner as determined by The Masters official tournament rules.

If no winner is announced by December 31, 2026, this market will resolve to ""Other"".

The primary resolution sources will be the official results published by the PGA TOUR website and The Masters website. A consensus of credible reporting may also be used.",,,the-masters-winner-2026,The Masters 2026: Winner ,156023.195246,364800.27439,False,2026-04-13T00:00:00Z,"[""40774280038971372724174457035121000748756395696333205645831548131363721049199"", ""94692526625152259727103083399620908042854782723119629694276733811586106020383""]",https://polymarket.com/market/will-sung-jae-im-win-the-2026-masters-tournament,75.0,elections,unknown,the-masters-winner-2026,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-04-13 is in the past)
573656,will-bitcoin-hit-150k-by-december-31-2026,"Will Bitcoin hit $150k by December 31, 2026?","Will Bitcoin hit $150k by December 31, 2026?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTC/USDT) has a final ""High"" price equal to or greater than the price specified in the title by 11:59PM ET on the date specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",,,when-will-bitcoin-hit-150k,When will Bitcoin hit $150k?,2800702.2202979997,85166.44501,False,2027-01-01T05:00:00Z,"[""93694900555669388759405753550770573998169287228984912881955464376232163096213"", ""55119388124180116303253993098894090042427725500010038140578121972388485050538""]",https://polymarket.com/market/will-bitcoin-hit-150k-by-december-31-2026,0.0,crypto,unknown,when-will-bitcoin-hit-150k,public_or_macro_driven,True,matched crypto keywords; hard-reject penalty,hard reject (keyword or topic)
608362,will-openais-market-cap-be-less-than-500b-at-market-close-on-ipo-day,Will OpenAI’s market cap be less than $500B at market close on IPO day?,Will OpenAI’s market cap be less than $500B at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,304316.9410549999,6873.45215,False,2026-06-30T00:00:00Z,"[""6122912536415539457721068960901205060237919057489564846781206253065694717085"", ""48451126471681390564675828610810240762308720916091458567360242927144088567337""]",https://polymarket.com/market/will-openais-market-cap-be-less-than-500b-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
608363,will-openais-market-cap-be-between-500b-and-750b-at-market-close-on-ipo-day,Will OpenAI’s market cap be between $500B and $750B at market close on IPO day?,Will OpenAI’s market cap be between $500B and $750B at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,166720.51562200004,9741.52453,False,2026-06-30T00:00:00Z,"[""36088399593046466421453063228085042771351246231742717370399696243183381174466"", ""11947171408899503371980811142475369274013053223377767646204433492871687017998""]",https://polymarket.com/market/will-openais-market-cap-be-between-500b-and-750b-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
608364,will-openais-market-cap-be-between-750b-and-1t-at-market-close-on-ipo-day,Will OpenAI’s market cap be between $750B and $1T at market close on IPO day?,Will OpenAI’s market cap be between $750B and $1T at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,174654.25748800003,7863.77173,False,2026-06-30T00:00:00Z,"[""86904220753614324927759730619985568200215013704321476651673438801320577270597"", ""74987521271361072746264224488245891269775371028979674431826416209897741154003""]",https://polymarket.com/market/will-openais-market-cap-be-between-750b-and-1t-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
608365,will-openais-market-cap-be-between-1t-and-1pt25t-at-market-close-on-ipo-day,Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,217437.772717,7559.30604,False,2026-06-30T00:00:00Z,"[""88770632741686298370270294037614812817595949782311984579833554458717957886356"", ""18399565751068676179945656979762090460558422925963909399757895217338947077684""]",https://polymarket.com/market/will-openais-market-cap-be-between-1t-and-1pt25t-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
608366,will-openais-market-cap-be-between-1pt25t-and-1pt5t-at-market-close-on-ipo-day,Will OpenAI’s market cap be between $1.25T and $1.5T at market close on IPO day?,Will OpenAI’s market cap be between $1.25T and $1.5T at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,524861.594717,9666.22229,False,2026-06-30T00:00:00Z,"[""19470872781622450446330627562106312915240544924539183504885686468325701819521"", ""19224712151342060925250675326667957156597084749312967133447388236247487979547""]",https://polymarket.com/market/will-openais-market-cap-be-between-1pt25t-and-1pt5t-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
608367,will-openais-market-cap-be-greater-than-1pt5t-at-market-close-on-ipo-day,Will OpenAI’s market cap be $1.5T or greater at market close on IPO day?,Will OpenAI’s market cap be $1.5T or greater at market close on IPO day?,"This market will resolve based on OpenAI's market capitalization at the closing price on its first day of trading.

If no IPO occurs by December 31, 2026, 11:59 PM ET, the market will resolve to ""No IPO by December 31, 2026"".

Market capitalization expresses the monetary value of a company’s outstanding shares, stated in its pricing currency. It is calculated as the number of shares outstanding multiplied by the closing share price on the first trading day.

If the relevant value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Resolution will be based on the primary exchange’s official listing page. In the event that the relevant figure is not displayed, another reliable source will be used.

In the event of an interruption in the course of the normal trading session on OpenAI’s first day of trading (e.g., a circuit breaker or half-day), the market will resolve according to the official closing price of the abbreviated session. If no such official closing price is published, the market will resolve according to the next trading day on which an official closing price is published, treating that as the first day of trading for purposes of this market.",,,openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,151578.302841,9149.59346,False,2026-06-30T00:00:00Z,"[""42493289531592820306292191064557160874552640520793925047778017979799601355649"", ""57920006811393570084962107679227395634282382525602277724728836928684998641754""]",https://polymarket.com/market/will-openais-market-cap-be-greater-than-1pt5t-at-market-close-on-ipo-day,75.0,elections,unknown,openai-ipo-closing-market-cap,public_or_macro_driven,False,matched elections keywords,already resolved (close_time 2026-06-30 is in the past)
609655,us-recession-by-end-of-2026,US recession by end of 2026?,US recession by end of 2026?,"This market will resolve to “Yes” if either of the following conditions is met:

1.  The seasonally adjusted annualized percent change in quarterly U.S. real GDP from the previous quarter is less than 0.0 for two consecutive quarters between Q2 2025 and Q4 2026 (inclusive), as reported by the Bureau of Economic Analysis (BEA). 

2.  The National Bureau of Economic Research (NBER) publicly announces that a recession has occurred in the United States, at any point during 2025 or 2026, with the announcement made by the time the BEA releases the advance estimate for Q4 2026.

Otherwise, this market will resolve to ""No"". 

Note that advance estimates will be considered. For example, if upon release, the advance estimate for Q3 2025 was negative, and the Q2 2025's most recent, up-to-date estimate was also negative, this market would resolve to ""Yes"". If on December 31, 2026 the latest estimate for quarterly GDP in Q3 2025 was negative, this market will stay open until the Advance estimate of Q4 2026 is published, at which point it will resolve to ""Yes"" if Q4 2026 was negative or if the NBER declares a recession by then.

The resolution source will be the official announcements from the NBER and the BEA’s estimate of seasonally adjusted annualized percent change in quarterly US real GDP from previous quarters as released by the Bureau of Economic Analysis (BEA), https://www.bea.gov/data/gdp/gross-domestic-product",,,us-recession-by-end-of-2026,US recession by end of 2026?,1711436.1078030001,21832.8323,False,2027-01-31T00:00:00Z,"[""100379208559626151022751801118534484742123694725746262280150222742563282755057"", ""113732820231608904682346496304917888352004831436510840986547065248348999143469""]",https://polymarket.com/market/us-recession-by-end-of-2026,20.0,other,united_states,us-recession-by-end-of-2026,public_or_macro_driven,False,no relevance rule matched,relevance score 20.0 < 60.0
