market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
593973,Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
630833,Will an independent win the Montana Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629413,Will the Republicans win the Kansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629691,Will the Republicans win the Texas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629412,Will the Democrats win the Kansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
664045,Will Mamdani freeze NYC rents before 2027?,False,unavailable,False,,,,no trades available for the window
593972,Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
629690,Will the Democrats win the Texas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
634893,Will an independent win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630832,Will the Republicans win the Montana Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
593974,Will Bernie endorse Dan Osborn for NE-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
567688,Netanyahu out by end of 2026?,False,unavailable,False,,,,no trades available for the window
629720,Will the Democrats win the Wisconsin governor race in 2026?,False,unavailable,False,,,,no trades available for the window
637910,Mitch McConnell steps down from Senate before his term ends?,False,unavailable,False,,,,no trades available for the window
629721,Will the Republicans win the Wisconsin governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629707,Will the Democrats win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630924,Will the Democrats win the South Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
656313,OpenAI $1t+ IPO before 2027?,False,unavailable,False,,,,no trades available for the window
629666,Will the Democrats win the Tennessee governor race in 2026?,False,unavailable,False,,,,no trades available for the window
631044,Will the Democrats win the Florida Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629629,Will an independent win the Rhode Island governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630925,Will the Republicans win the South Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
665218,Israel and Saudi Arabia normalize relations before 2027?,False,unavailable,False,,,,no trades available for the window
630806,Will the Republicans win the Michigan Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629397,Will the Democrats win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
634976,Will Mary Peltola win the Alaska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
665261,Will Donald Trump visit Canada in 2026?,False,unavailable,False,,,,no trades available for the window
566760,Will Trump pardon Ghislaine Maxwell by end of 2026?,False,unavailable,False,,,,no trades available for the window
665260,Will Donald Trump visit Israel in 2026?,False,unavailable,False,,,,no trades available for the window
634974,Will Dan Sullivan win the Alaska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629518,Will the Democrats win the New Hampshire governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630693,Will the Republicans win the Georgia Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
634892,Will the Republicans win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630805,Will the Democrats win the Michigan Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629628,Will the Republicans win the Rhode Island governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630733,Will the Democrats win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
651327,"Will Gavin Newsom announce a Presidential run by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
629506,Will the Republicans win the Nevada governor race in 2026?,False,unavailable,False,,,,no trades available for the window
635004,Will David Bronson win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
629505,Will the Democrats win the Nevada governor race in 2026?,False,unavailable,False,,,,no trades available for the window
620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
653788,OpenAI announces it has achieved AGI before 2027?,False,unavailable,False,,,,no trades available for the window
629708,Will the Republicans win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630747,Will the Republicans win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630963,Will the Democrats win the Texas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
648383,Billionaire one-time wealth tax passes in California election 2026?,False,unavailable,False,,,,no trades available for the window
629398,Will the Republicans win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629519,Will the Republicans win the New Hampshire governor race in 2026?,False,unavailable,False,,,,no trades available for the window
664885,Will Consensys IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
665243,NATO article 5 before 2027?,False,unavailable,False,,,,no trades available for the window
629325,Will the Republicans win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630937,Will the Democrats win the South Dakota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629478,Will the Republicans win the Minnesota governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665224,Ukraine signs peace deal with Russia before 2027?,False,unavailable,False,,,,no trades available for the window
