market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
630791,Will the Republicans win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
601836,Will Augusto Cury win the 2026 Brazilian presidential election?,False,unavailable,False,,,,no trades available for the window
651327,"Will Gavin Newsom announce a Presidential run by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
593974,Will Bernie endorse Dan Osborn for NE-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
665264,Will Donald Trump visit Japan in 2026?,False,unavailable,False,,,,no trades available for the window
664045,Will Mamdani freeze NYC rents before 2027?,False,unavailable,False,,,,no trades available for the window
653788,OpenAI announces it has achieved AGI before 2027?,False,unavailable,False,,,,no trades available for the window
622738,"Will Hyperliquid perform an airdrop by December 31, 2026? ",False,unavailable,False,,,,no trades available for the window
637910,Mitch McConnell steps down from Senate before his term ends?,False,unavailable,False,,,,no trades available for the window
665265,Will Donald Trump visit Germany in 2026?,False,unavailable,False,,,,no trades available for the window
629324,Will the Democrats win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629629,Will an independent win the Rhode Island governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665260,Will Donald Trump visit Israel in 2026?,False,unavailable,False,,,,no trades available for the window
630790,Will the Democrats win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629532,Will the Republicans win the New Mexico governor race in 2026?,False,unavailable,False,,,,no trades available for the window
608368,"Will OpenAI not IPO by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
629325,Will the Republicans win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
656313,OpenAI $1t+ IPO before 2027?,False,unavailable,False,,,,no trades available for the window
629506,Will the Republicans win the Nevada governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629707,Will the Democrats win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
634976,Will Mary Peltola win the Alaska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630937,Will the Democrats win the South Dakota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629271,Will the Republicans win the Alabama governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630845,Will the Republicans win the New Hampshire Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
