market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
629040,Will Nithya Raman win the 2026 Los Angeles mayoral election?,True,red_flag,True,0.2242,0.41,0.9216,"THICK market moved by a few wallets (top1=22%, top3=41%, gini=0.92)"
629707,Will the Democrats win the Vermont governor race in 2026?,True,red_flag,True,0.1529,0.3495,0.8177,"THICK market moved by a few wallets (top1=15%, top3=35%, gini=0.82)"
629708,Will the Republicans win the Vermont governor race in 2026?,True,red_flag,True,0.1718,0.3905,0.8609,"THICK market moved by a few wallets (top1=17%, top3=39%, gini=0.86)"
629691,Will the Republicans win the Texas governor race in 2026?,True,red_flag,True,0.2242,0.3902,0.8531,"THICK market moved by a few wallets (top1=22%, top3=39%, gini=0.85)"
629690,Will the Democrats win the Texas governor race in 2026?,True,red_flag,True,0.1076,0.2964,0.8446,"THICK market moved by a few wallets (top1=11%, top3=30%, gini=0.84)"
629030,Will Karen Bass win the 2026 Los Angeles mayoral election?,True,red_flag,True,0.145,0.3568,0.932,"THICK market moved by a few wallets (top1=15%, top3=36%, gini=0.93)"
593972,Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,True,diffuse,False,0.0688,0.1662,0.7776,wallet participation is diffuse
630707,Will Todd Achilles win the Idaho Senate race in 2026?,True,red_flag,True,0.3535,0.6631,0.7594,"THICK market moved by a few wallets (top1=35%, top3=66%, gini=0.76)"
620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",True,diffuse,False,0.0641,0.1293,0.4683,wallet participation is diffuse
630734,Will the Republicans win the Iowa Senate race in 2026?,True,red_flag,True,0.2594,0.3863,0.9216,"THICK market moved by a few wallets (top1=26%, top3=39%, gini=0.92)"
664045,Will Mamdani freeze NYC rents before 2027?,True,red_flag,True,0.1268,0.3185,0.8536,"THICK market moved by a few wallets (top1=13%, top3=32%, gini=0.85)"
