market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
629707,Will the Democrats win the Vermont governor race in 2026?,True,red_flag,True,0.1511,0.3619,0.8198,"THICK market moved by a few wallets (top1=15%, top3=36%, gini=0.82)"
629040,Will Nithya Raman win the 2026 Los Angeles mayoral election?,True,red_flag,True,0.2368,0.3766,0.9138,"THICK market moved by a few wallets (top1=24%, top3=38%, gini=0.91)"
629708,Will the Republicans win the Vermont governor race in 2026?,True,concentrated_thin,False,0.1784,0.3981,0.859,"concentrated, but market is thin where concentration is unremarkable"
629691,Will the Republicans win the Texas governor race in 2026?,True,red_flag,True,0.1472,0.3194,0.8353,"THICK market moved by a few wallets (top1=15%, top3=32%, gini=0.84)"
629690,Will the Democrats win the Texas governor race in 2026?,True,red_flag,True,0.1121,0.3087,0.846,"THICK market moved by a few wallets (top1=11%, top3=31%, gini=0.85)"
629030,Will Karen Bass win the 2026 Los Angeles mayoral election?,True,red_flag,True,0.1583,0.3894,0.9372,"THICK market moved by a few wallets (top1=16%, top3=39%, gini=0.94)"
593972,Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,True,diffuse,False,0.0688,0.1662,0.7776,wallet participation is diffuse
620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",True,diffuse,False,0.0641,0.1293,0.4683,wallet participation is diffuse
630734,Will the Republicans win the Iowa Senate race in 2026?,True,red_flag,True,0.2646,0.3942,0.9224,"THICK market moved by a few wallets (top1=26%, top3=39%, gini=0.92)"
630707,Will Todd Achilles win the Idaho Senate race in 2026?,True,concentrated_thin,False,0.4311,0.7279,0.688,"concentrated, but market is thin where concentration is unremarkable"
664045,Will Mamdani freeze NYC rents before 2027?,True,red_flag,True,0.1268,0.3185,0.8536,"THICK market moved by a few wallets (top1=13%, top3=32%, gini=0.85)"
