market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
559661,Will Jon Ossoff win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559653,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559654,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561234,Will Marco Rubio win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
544092,Will Harvey Weinstein be sentenced to no prison time?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559658,Will Kamala Harris win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561973,Will Donald Trump win the 2028 Republican presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559655,Will Josh Shapiro win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
544095,Will Harvey Weinstein be sentenced to between 10 and 20 years in prison?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561232,Will Pete Buttigieg win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559660,Will Andy Beshear win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559659,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559657,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561238,Will Glenn Youngkin win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561237,Will Andy Beshear win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561235,Will Wes Moore win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561236,Will Gretchen Whitmer win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559652,Will Gavin Newsom win the 2028 Democratic presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561233,Will Josh Shapiro win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561230,Will Gavin Newsom win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561231,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561229,Will JD Vance win the 2028 US Presidential Election?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
561974,Will J.D. Vance win the 2028 Republican presidential nomination?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
560317,"Putin out as President of Russia by December 31, 2026?",True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
544093,Will Harvey Weinstein be sentenced to less than 5 years in prison?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
559651,Xi Jinping out before 2027?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
544096,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,True,red_flag,True,0.0877,0.205,0.8027,"THICK market moved by a few wallets (top1=9%, top3=21%, gini=0.80)"
544094,Will Harvey Weinstein be sentenced to between 5 and 10 years in prison?,True,concentrated_thin,False,0.0877,0.205,0.8027,"concentrated, but market is thin where concentration is unremarkable"
544097,Will Harvey Weinstein be sentenced to more than 30 years in prison?,True,concentrated_thin,False,0.0877,0.205,0.8027,"concentrated, but market is thin where concentration is unremarkable"
