market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
653788,OpenAI announces it has achieved AGI before 2027?,False,unavailable,False,,,,no trades available for the window
608368,"Will OpenAI not IPO by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
608367,Will OpenAI’s market cap be $1.5T or greater at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
616902,Will no Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
608365,Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
568116,Will Trump be impeached by end of 2026?,False,unavailable,False,,,,no trades available for the window
568117,"Will Trump resign by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
656312,Will OpenAI IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
616905,Will 3 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
656313,OpenAI $1t+ IPO before 2027?,False,unavailable,False,,,,no trades available for the window
608366,Will OpenAI’s market cap be between $1.25T and $1.5T at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
567621,Will China invade Taiwan by end of 2026?,False,unavailable,False,,,,no trades available for the window
616910,Will 8 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616907,Will 5 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616912,Will 10 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616909,Will 7 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616906,Will 4 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
608364,Will OpenAI’s market cap be between $750B and $1T at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
616904,Will 2 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616908,Will 6 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
616903,Will 1 Fed rate cut happen in 2026?,False,unavailable,False,,,,no trades available for the window
