market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
630791,Will the Republicans win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629629,Will an independent win the Rhode Island governor race in 2026?,False,unavailable,False,,,,no trades available for the window
593974,Will Bernie endorse Dan Osborn for NE-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
653788,OpenAI announces it has achieved AGI before 2027?,False,unavailable,False,,,,no trades available for the window
620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
635004,Will David Bronson win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
622738,"Will Hyperliquid perform an airdrop by December 31, 2026? ",False,unavailable,False,,,,no trades available for the window
665264,Will Donald Trump visit Japan in 2026?,False,unavailable,False,,,,no trades available for the window
664045,Will Mamdani freeze NYC rents before 2027?,False,unavailable,False,,,,no trades available for the window
566760,Will Trump pardon Ghislaine Maxwell by end of 2026?,False,unavailable,False,,,,no trades available for the window
630790,Will the Democrats win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
637910,Mitch McConnell steps down from Senate before his term ends?,False,unavailable,False,,,,no trades available for the window
593978,Will Bernie endorse Zach Wahls for IA-Sen Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
629506,Will the Republicans win the Nevada governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665265,Will Donald Trump visit Germany in 2026?,False,unavailable,False,,,,no trades available for the window
601923,Will Jair Bolsonaro qualify for Brazil's presidential runoff?,False,unavailable,False,,,,no trades available for the window
629271,Will the Republicans win the Alabama governor race in 2026?,False,unavailable,False,,,,no trades available for the window
651327,"Will Gavin Newsom announce a Presidential run by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
567688,Netanyahu out by end of 2026?,False,unavailable,False,,,,no trades available for the window
631058,Will the Republicans win the Ohio Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
656313,OpenAI $1t+ IPO before 2027?,False,unavailable,False,,,,no trades available for the window
656312,Will OpenAI IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
629691,Will the Republicans win the Texas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665260,Will Donald Trump visit Israel in 2026?,False,unavailable,False,,,,no trades available for the window
629270,Will the Democrats win the Alabama governor race in 2026?,False,unavailable,False,,,,no trades available for the window
631057,Will the Democrats win the Ohio Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
648383,Billionaire one-time wealth tax passes in California election 2026?,False,unavailable,False,,,,no trades available for the window
665262,Will Donald Trump visit Mexico in 2026?,False,unavailable,False,,,,no trades available for the window
629505,Will the Democrats win the Nevada governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629707,Will the Democrats win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665224,Ukraine signs peace deal with Russia before 2027?,False,unavailable,False,,,,no trades available for the window
665261,Will Donald Trump visit Canada in 2026?,False,unavailable,False,,,,no trades available for the window
634976,Will Mary Peltola win the Alaska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
593977,Will Bernie endorse Alan Grayson for FL-Sen Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
637009,Will the International Court of Justice win the Nobel Peace Prize in 2026?,False,unavailable,False,,,,no trades available for the window
635012,Will Bernadette Wilson win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
629338,Will the Republicans win the Georgia governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629412,Will the Democrats win the Kansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
635003,Will Click Bishop win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
629464,Will the Democrats win the Michigan governor race in 2026?,False,unavailable,False,,,,no trades available for the window
608367,Will OpenAI’s market cap be $1.5T or greater at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
629465,Will the Republicans win the Michigan governor race in 2026?,False,unavailable,False,,,,no trades available for the window
635011,Will Treg Taylor win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
562831,"2026 Balance of Power: R Senate, R House",False,unavailable,False,,,,no trades available for the window
664885,Will Consensys IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
630805,Will the Democrats win the Michigan Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630734,Will the Republicans win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
601920,Will any presidential candidate win outright in the first round of the Brazil election?,False,unavailable,False,,,,no trades available for the window
630844,Will the Democrats win the New Hampshire Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630733,Will the Democrats win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630806,Will the Republicans win the Michigan Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
634892,Will the Republicans win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630818,Will the Democrats win the Minnesota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629558,Will the Republicans win the Ohio governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630773,Will the Republicans win the Maine Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
