run_id,market_id,market_name,fingerprint_available,fingerprint_tier,fingerprint_red_flag,fingerprint_bonus,matched_wallets,matched_stake_usd,matched_outcome,candidate_wallets,window_trade_usd,window_start_utc,window_end_utc,fingerprint_reason
20260925T124924Z,665243,NATO article 5 before 2027?,True,none,False,0.0,0,0.0,,0,6000.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616914,Will 12 or more Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616913,Will 11 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616912,Will 10 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616911,Will 9 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616910,Will 8 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616909,Will 7 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616908,Will 6 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616907,Will 5 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,10716.82,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616906,Will 4 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,2116.82,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,616905,Will 3 Fed rate cuts happen in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,568117,"Will Trump resign by December 31, 2026?",True,none,False,0.0,0,0.0,,0,1278.43,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,567690,"Erdoğan out by December 31, 2026?",True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,567688,Netanyahu out by end of 2026?,True,none,False,0.0,0,0.0,,0,21461.33,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,567621,Will China invade Taiwan by end of 2026?,True,none,False,0.0,0,0.0,,0,140440.6,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,560317,"Putin out as President of Russia by December 31, 2026?",True,none,False,0.0,0,0.0,,0,137229.8,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,559651,Xi Jinping out before 2027?,True,none,False,0.0,0,0.0,,0,98125.38,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,665224,Ukraine signs peace deal with Russia before 2027?,True,none,False,0.0,0,0.0,,0,15624.81,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,663583,Will the Iranian regime fall before 2027?,True,none,False,0.0,0,0.0,,0,131767.3,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,637910,Mitch McConnell steps down from Senate before his term ends?,True,none,False,0.0,0,0.0,,0,24270.26,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,656312,Will OpenAI IPO by December 31 2026?,True,none,False,0.0,0,0.0,,0,4665.5,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,656313,OpenAI $1t+ IPO before 2027?,True,none,False,0.0,0,0.0,,0,1061.37,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,664884,Will Consensys IPO by September 30 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,664885,Will Consensys IPO by December 31 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,637009,Will the International Court of Justice win the Nobel Peace Prize in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629490,Will the Democrats win the Nebraska governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629491,Will the Republicans win the Nebraska governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629505,Will the Democrats win the Nevada governor race in 2026?,True,none,False,0.0,0,0.0,,0,1328.7,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629506,Will the Republicans win the Nevada governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629518,Will the Democrats win the New Hampshire governor race in 2026?,True,none,False,0.0,0,0.0,,0,1912.51,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629519,Will the Republicans win the New Hampshire governor race in 2026?,True,none,False,0.0,0,0.0,,0,5090.04,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629531,Will the Democrats win the New Mexico governor race in 2026?,True,none,False,0.0,0,0.0,,0,2335.02,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629532,Will the Republicans win the New Mexico governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260925T124924Z,629544,Will the Democrats win the New York governor race in 2026?,True,none,False,0.0,0,0.0,,0,3038.09,2026-09-18T12:49:24Z,2026-09-25T12:49:24Z,no wallet fit the fresh + focused + large long-shot fingerprint
